iter,alpha_M1f,beta_M1f,LL_M1f,LL_M3_sim,LR_sim,best_init_idx,n_total_sim,ll_init_0,ll_init_1,ll_init_2,ll_init_3,ll_init_4,ll_init_anchor
869,0.0001000543482,0.01035568199,-726394.634759,-726394.642642,0.015765,0,122415,-726394.634759,-726396.865592,-726397.614929,-726396.643478,-726397.776223,-726394.642642
870,0,0.01,-729768.075214,-729768.075214,-0.000000,-1,123181,-729768.081442,-729770.122089,-729770.844076,-729769.906392,-729771.009436,-729768.075214
871,0.003301076959,0.0521094311,-727955.163204,-727955.339475,0.352544,3,122771,-727955.184841,-727955.225642,-727955.518575,-727955.163204,-727955.592667,-727955.339475
872,0,0.01,-728000.174904,-728000.174904,0.000000,-1,122737,-728000.180542,-728001.573556,-728002.284535,-728001.347516,-728002.439141,-728000.174904
873,0.0001002033822,0.01080536281,-724740.923879,-724740.938557,0.029355,0,122132,-724740.923879,-724741.699840,-724742.221640,-724741.549155,-724742.332736,-724740.938557
874,0,0.01,-726583.428014,-726583.428014,-0.000000,-1,122466,-726583.455940,-726585.189185,-726585.903330,-726584.980976,-726586.067799,-726583.428014
875,0,0.01,-727010.004304,-727010.004304,-0.000000,-1,122532,-727010.044861,-727011.161264,-727011.810211,-727010.977866,-727011.961739,-727010.004304
876,0,0.01,-727093.309172,-727093.309172,0.000000,-1,122606,-727093.319465,-727095.470399,-727096.213934,-727095.276257,-727096.396511,-727093.309172
877,0.0001000022193,0.01035126382,-726456.166993,-726456.168600,0.003215,0,122466,-726456.166993,-726458.518530,-726459.285666,-726458.282147,-726459.468022,-726456.168600
878,0.000265105125,0.1703825534,-728585.188397,-728585.667017,0.957240,0,122819,-728585.188397,-728585.496428,-728586.017420,-728585.340484,-728586.126539,-728585.667018
879,0,0.01,-728580.631383,-728580.631383,-0.000000,-1,122833,-728580.674754,-728581.920456,-728582.520115,-728581.764109,-728582.646656,-728580.631383
880,0,0.01,-730709.619005,-730709.619005,0.000000,-1,123318,-730709.653866,-730711.973694,-730712.791874,-730711.766500,-730712.996684,-730709.619005
881,0,0.01,-726955.625213,-726955.625213,0.000000,-1,122575,-726955.650399,-726956.689074,-726957.288292,-726956.525151,-726957.427565,-726955.625213
882,0,0.01,-728347.880961,-728347.880961,-0.000000,-1,122733,-728347.927338,-728350.334514,-728351.234886,-728350.066054,-728351.455770,-728347.880961
883,0.0001007533182,0.01077490678,-729154.227742,-729154.274334,0.093184,0,122958,-729154.227742,-729155.813372,-729156.318698,-729155.675751,-729156.443843,-729154.274334
884,0,0.01,-723304.114429,-723304.114429,-0.000000,-1,121790,-723304.180255,-723305.768754,-723306.474415,-723305.577821,-723306.612796,-723304.114429
885,0.0001003035256,0.01037380615,-726775.605816,-726775.643933,0.076235,0,122516,-726775.605816,-726777.167192,-726777.777316,-726776.974646,-726777.921140,-726775.643933
886,0.0001006877681,0.01118339549,-729068.560412,-729068.590729,0.060635,0,123009,-729068.560412,-729069.507581,-729070.003281,-729069.371888,-729070.129681,-729068.590729
887,0.0001006612645,0.01078053227,-727086.283134,-727086.324685,0.083101,0,122630,-727086.283134,-727087.074024,-727087.536513,-727086.951426,-727087.629963,-727086.324685
888,0.0002901146056,0.1066338042,-727915.055607,-727915.375519,0.639823,0,122735,-727915.055607,-727915.310628,-727915.749327,-727915.190566,-727915.850517,-727915.375519
889,0.0001019309786,0.01719103597,-727443.795130,-727443.820458,0.050657,0,122664,-727443.795130,-727444.987826,-727445.441832,-727444.893426,-727445.550959,-727443.820458
890,0.0001007663866,0.01076552872,-729364.760321,-729364.807569,0.094496,0,123076,-729364.760321,-729366.082967,-729366.619491,-729365.923542,-729366.738161,-729364.807569
891,0,0.01,-726021.985197,-726021.985197,0.000000,-1,122328,-726022.005405,-726023.670502,-726024.540106,-726023.374454,-726024.740141,-726021.985197
892,9.919093004e-05,0.04006937886,-727904.340529,-727904.373995,0.066932,0,122755,-727904.340529,-727905.076630,-727905.536795,-727904.966699,-727905.645316,-727904.373995
893,9.999243432e-05,0.01079732475,-730119.707567,-730119.710185,0.005236,0,123127,-730119.707567,-730119.937193,-730120.521561,-730119.770530,-730120.641463,-730119.710185
894,0,0.01,-727479.637424,-727479.637425,0.000000,-1,122673,-727479.686307,-727481.935579,-727482.762245,-727481.730769,-727482.951962,-727479.637424
895,0,0.01,-728178.722542,-728178.722542,-0.000000,-1,122770,-728178.752259,-728180.302763,-728180.911067,-728180.157928,-728181.056313,-728178.722542
896,0,0.01,-727325.196450,-727325.196450,-0.000000,-1,122623,-727325.215942,-727327.680932,-727328.511239,-727327.456282,-727328.705335,-727325.196450
897,0,0.01,-726488.793852,-726488.793852,-0.000000,-1,122484,-726488.860766,-726490.033049,-726490.684640,-726489.845020,-726490.820290,-726488.793852
898,0.0001000953949,0.0103522743,-725904.708699,-725904.721929,0.026459,0,122369,-725904.708699,-725906.669696,-725907.362464,-725906.449684,-725907.509748,-725904.721929
899,0,0.01,-728999.538053,-728999.538053,0.000000,-1,122951,-728999.582917,-729000.717405,-729001.489999,-729000.457457,-729001.655338,-728999.538053
900,0,0.01,-729673.017247,-729673.017247,-0.000000,-1,123042,-729673.023215,-729674.786405,-729675.408380,-729674.619000,-729675.552060,-729673.017247
901,0.003402322117,0.05636425156,-728559.253881,-728559.872314,1.236865,3,122886,-728559.502300,-728559.328071,-728559.649290,-728559.253881,-728559.726118,-728559.872314
902,0.0001002415,0.01076421171,-728090.682701,-728090.698929,0.032456,0,122790,-728090.682701,-728092.038170,-728092.630307,-728091.864057,-728092.779978,-728090.698929
903,0,0.01,-728267.811173,-728267.811173,0.000000,-1,122839,-728267.835939,-728269.306437,-728270.000081,-728269.096323,-728270.150858,-728267.811173
904,0.0001012527828,0.01077729264,-725906.637556,-725906.713714,0.152316,0,122350,-725906.637556,-725907.904418,-725908.296981,-725907.815216,-725908.385515,-725906.713714
905,0,0.01,-727816.489242,-727816.489242,0.000000,-1,122731,-727816.522696,-727817.972184,-727818.884727,-727817.635716,-727819.069691,-727816.489242
906,0,0.01,-728384.266854,-728384.266854,0.000000,-1,122794,-728384.295889,-728386.260458,-728386.901311,-728386.101434,-728387.053036,-728384.266854
907,9.997465674e-05,0.01077589146,-727294.992264,-727294.992847,0.001165,0,122612,-727294.992264,-727296.588223,-727297.248157,-727296.374571,-727297.386661,-727294.992847
908,0.0001011464521,0.01240826547,-727687.459971,-727687.487129,0.054316,0,122737,-727687.459971,-727688.621108,-727689.090924,-727688.513348,-727689.206216,-727687.487129
909,0,0.01,-730995.577761,-730995.577761,0.000000,-1,123318,-730995.638717,-730998.125656,-730999.164574,-730997.770331,-730999.387823,-730995.577761
910,0.003883934461,0.05491743189,-728315.347179,-728317.297195,3.900033,3,122823,-728316.565265,-728315.379768,-728315.575863,-728315.347179,-728315.625242,-728317.297195
911,0.003798517414,0.04977496157,-728138.589208,-728139.043471,0.908526,3,122781,-728138.675204,-728138.666026,-728138.999748,-728138.589208,-728139.072672,-728139.043471
912,0.000100011961,0.01080253681,-727356.664974,-727356.668663,0.007377,0,122689,-727356.664974,-727356.928852,-727357.494268,-727356.747344,-727357.613296,-727356.668663
913,0,0.01,-728785.192666,-728785.192666,-0.000000,-1,122930,-728785.197273,-728786.717771,-728787.336779,-728786.530791,-728787.477953,-728785.192666
914,0.0001002533167,0.01036286358,-727639.361951,-727639.393801,0.063699,0,122660,-727639.361951,-727640.780209,-727641.472262,-727640.506765,-727641.615222,-727639.393801
915,0.0001000959901,0.01036862978,-727148.141665,-727148.155051,0.026772,0,122598,-727148.141665,-727150.013104,-727150.722820,-727149.797334,-727150.877974,-727148.155051
916,0,0.01,-728929.520679,-728929.520679,0.000000,-1,123004,-728929.556015,-728931.946751,-728932.794312,-728931.691245,-728932.993932,-728929.520679
917,0,0.01,-728463.011645,-728463.011645,-0.000000,-1,122811,-728463.025373,-728464.723793,-728465.400589,-728464.547709,-728465.573756,-728463.011645
918,0,0.01,-728195.663695,-728195.663695,0.000000,-1,122777,-728195.669506,-728197.848012,-728198.687125,-728197.577238,-728198.881868,-728195.663695
919,0.0039458824,0.06141826936,-725607.757310,-725609.732135,3.949650,3,122336,-725608.795301,-725607.815591,-725608.079478,-725607.757310,-725608.138847,-725609.732135
920,0.0001001688656,0.01076984541,-728739.107356,-728739.119653,0.024594,0,122878,-728739.107356,-728739.254553,-728739.741077,-728739.110965,-728739.846530,-728739.119653
921,0.003140508428,0.06569361976,-728544.673244,-728545.301110,1.255732,3,122858,-728544.949840,-728544.738178,-728545.061205,-728544.673244,-728545.130556,-728545.301110
922,0,0.01,-726235.544537,-726235.544537,-0.000000,-1,122380,-726235.569131,-726237.446440,-726238.179282,-726237.239791,-726238.357709,-726235.544537
923,0,0.01,-728613.576736,-728613.576736,0.000000,-1,122870,-728613.606983,-728616.087364,-728617.050259,-728615.774895,-728617.281415,-728613.576736
924,0,0.01,-726059.903185,-726059.903185,-0.000000,-1,122388,-726059.992897,-726061.808289,-726062.718280,-726061.555260,-726062.906374,-726059.903185
925,0,0.01,-729838.414697,-729838.414697,0.000000,-1,123174,-729838.432233,-729838.937894,-729839.511029,-729838.765153,-729839.637506,-729838.414697
926,0,0.01,-729571.611046,-729571.611046,-0.000000,-1,123012,-729571.634325,-729573.853303,-729574.636651,-729573.629892,-729574.820747,-729571.611046
927,0.0001003784385,0.01078486961,-728984.353490,-728984.378212,0.049444,0,122920,-728984.353490,-728984.932177,-728985.423145,-728984.790183,-728985.525627,-728984.378212
928,0.000100004321,0.01076496379,-726375.549170,-726375.551528,0.004717,0,122486,-726375.549170,-726375.962574,-726376.635678,-726375.732690,-726376.768700,-726375.551528
929,0.002164374397,0.09824884933,-725079.812389,-725080.231644,0.838512,3,122151,-725080.252405,-725080.192359,-725081.100825,-725079.812389,-725081.260039,-725080.231645
930,0,0.01,-728138.271101,-728138.271101,0.000000,-1,122813,-728138.320476,-728140.997235,-728141.951598,-728140.702248,-728142.165396,-728138.271101
931,0,0.01,-727993.838384,-727993.838384,0.000000,-1,122686,-727993.852862,-727995.592319,-727996.291307,-727995.387908,-727996.447118,-727993.838384
932,0,0.01,-729483.514492,-729483.514492,-0.000000,-1,123056,-729483.530133,-729485.239312,-729485.892365,-729485.062114,-729486.044028,-729483.514492
933,0,0.01,-727993.452831,-727993.452831,0.000000,-1,122725,-727993.519450,-727994.332326,-727995.313881,-727993.969934,-727995.511963,-727993.452831
934,0.0001002148442,0.01037445635,-728718.565428,-728718.593304,0.055752,0,122929,-728718.565428,-728720.461257,-728721.034477,-728720.313741,-728721.157854,-728718.593304
935,0,0.01,-725454.773395,-725454.773395,0.000000,-1,122257,-725454.791693,-725456.562211,-725457.306002,-725456.324121,-725457.468562,-725454.773395
936,0.0001032508321,0.0149426793,-726524.558134,-726524.598677,0.081086,0,122479,-726524.558134,-726525.504403,-726525.935681,-726525.398393,-726526.042269,-726524.598677
937,0,0.01,-728769.723794,-728769.723794,0.000000,-1,122919,-728769.750070,-728771.095550,-728771.918155,-728770.830248,-728772.094335,-728769.723794
938,0.002810766144,0.07605891434,-729376.706419,-729377.189177,0.965515,3,123010,-729377.179072,-729376.914257,-729377.546609,-729376.706419,-729377.676503,-729377.189177
939,0.0002894978688,0.1262282421,-730176.166221,-730176.549936,0.767430,0,123171,-730176.166221,-730176.313225,-730176.729876,-730176.206728,-730176.826401,-730176.549936
940,0.0001005022117,0.01079625455,-727557.018160,-727557.050463,0.064606,0,122660,-727557.018160,-727557.462354,-727557.935179,-727557.333328,-727558.032875,-727557.050463
941,0,0.01,-727075.235697,-727075.235697,-0.000000,-1,122500,-727075.279999,-727077.119356,-727077.866457,-727076.889960,-727078.036148,-727075.235697
942,0.0001003511621,0.01079390111,-727335.455653,-727335.478902,0.046498,0,122587,-727335.455653,-727336.354961,-727336.850467,-727336.225985,-727336.946990,-727335.478902
943,0.002933226447,0.07362406527,-727931.076200,-727931.666671,1.180942,3,122710,-727931.661749,-727931.221857,-727931.714035,-727931.076200,-727931.820103,-727931.666671
944,0.0001000160936,0.01035024193,-729741.317487,-729741.320802,0.006631,0,123148,-729741.317487,-729743.172135,-729744.044940,-729742.840384,-729744.212983,-729741.320802
945,0.0001000166589,0.01036836213,-726719.245164,-726719.249127,0.007927,0,122509,-726719.245164,-726720.020889,-726720.740204,-726719.783415,-726720.905213,-726719.249127
946,0,0.01,-725388.681060,-725388.681060,0.000000,-1,122288,-725388.685369,-725390.646926,-725391.495585,-725390.314681,-725391.678068,-725388.681060
947,0,0.01,-726126.867267,-726126.867268,0.000000,-1,122383,-726126.904449,-726128.801590,-726129.602395,-726128.551601,-726129.789696,-726126.867267
948,0,0.01,-727308.216424,-727308.216424,0.000000,-1,122634,-727308.257713,-727309.727806,-727310.486603,-727309.499526,-727310.667721,-727308.216424
949,0,0.01,-729958.481779,-729958.481779,-0.000000,-1,123147,-729958.511210,-729960.924139,-729961.777651,-729960.681125,-729961.974777,-729958.481779
950,0,0.01,-726865.240402,-726865.240401,-0.000000,-1,122533,-726865.272821,-726867.621537,-726868.502279,-726867.334450,-726868.694601,-726865.240402
951,0.003286161112,0.06251301237,-728885.674435,-728886.689003,2.029135,3,122888,-728886.134710,-728885.741167,-728886.052825,-728885.674435,-728886.124152,-728886.689003
952,0.0001002052756,0.01078581475,-726135.360123,-726135.375025,0.029805,0,122386,-726135.360123,-726135.818392,-726136.444872,-726135.591741,-726136.572266,-726135.375025
953,0.0001002011672,0.01034811773,-728847.272479,-728847.297511,0.050064,0,122936,-728847.272479,-728849.580267,-728850.341899,-728849.329256,-728850.527341,-728847.297511
954,0.0001000689544,0.01037258826,-726122.053274,-726122.063456,0.020364,0,122366,-726122.053274,-726123.405230,-726124.092923,-726123.176650,-726124.241143,-726122.063456
955,0.0001001515389,0.01035438554,-729837.687326,-729837.706636,0.038621,0,123121,-729837.687326,-729839.382401,-729840.177651,-729839.093090,-729840.336765,-729837.706636
956,0.0001003562204,0.01037720397,-727819.326021,-727819.370358,0.088673,0,122722,-727819.326021,-727821.291350,-727821.865706,-727821.138969,-727821.995647,-727819.370358
957,0,0.01,-729410.566093,-729410.566093,-0.000000,-1,123060,-729410.585023,-729411.988218,-729412.753912,-729411.706680,-729412.911230,-729410.566093
958,0.0001001102104,0.010376107,-727690.247260,-727690.262557,0.030595,0,122719,-727690.247260,-727691.830234,-727692.418861,-727691.654414,-727692.557770,-727690.262557
959,0,0.01,-726102.337605,-726102.337605,-0.000000,-1,122363,-726102.360915,-726104.763146,-726105.603735,-726104.520127,-726105.806312,-726102.337605
960,0,0.01,-726516.390774,-726516.390774,0.000000,-1,122463,-726516.416269,-726517.681318,-726518.252977,-726517.528567,-726518.388751,-726516.390774
961,0,0.01,-728015.806123,-728015.806123,0.000000,-1,122753,-728015.839681,-728017.519647,-728018.128766,-728017.374437,-728018.272074,-728015.806123
962,0,0.01,-728271.746487,-728271.746487,0.000000,-1,122822,-728271.774126,-728273.854674,-728274.650624,-728273.635081,-728274.829126,-728271.746487
963,0,0.01,-725895.256975,-725895.256974,-0.000000,-1,122344,-725895.306147,-725896.939491,-725897.610098,-725896.755258,-725897.749796,-725895.256975
964,0,0.01,-731564.553725,-731564.553725,-0.000000,-1,123499,-731564.574093,-731565.498068,-731566.139161,-731565.306214,-731566.286665,-731564.553725
965,0.0001002622437,0.01036715838,-728352.646176,-728352.679124,0.065895,0,122799,-728352.646176,-728353.061666,-728353.718026,-728352.828445,-728353.852081,-728352.679124
966,0,0.01,-726956.710293,-726956.710293,-0.000000,-1,122497,-726956.712264,-726958.366746,-726958.926229,-726958.220947,-726959.050377,-726956.710293
967,0.0001008742808,0.0107502275,-725868.333179,-725868.386506,0.106653,0,122373,-725868.333179,-725870.019047,-725870.520228,-725869.882701,-725870.634495,-725868.386506
968,0,0.01,-728778.594602,-728778.594603,0.000000,-1,122880,-728778.660046,-728780.310806,-728781.072006,-728780.108549,-728781.248964,-728778.594602
969,0.002929545454,0.06581053183,-726928.086030,-726928.161553,0.151045,3,122512,-726928.129569,-726928.342067,-726929.049794,-726928.086030,-726929.192063,-726928.161553
970,0.0001004055256,0.01452896403,-726664.835136,-726664.847441,0.024611,0,122465,-726664.835136,-726666.385706,-726666.878645,-726666.296402,-726667.009864,-726664.847442
971,0,0.01,-726493.092807,-726493.092807,0.000000,-1,122494,-726493.110019,-726494.994559,-726495.614936,-726494.837156,-726495.764352,-726493.092807
972,0,0.01,-728248.911051,-728248.911051,-0.000000,-1,122805,-728248.933646,-728251.261423,-728252.099368,-728251.007694,-728252.287259,-728248.911051
973,0,0.01,-728817.288392,-728817.288392,-0.000000,-1,122908,-728817.301491,-728818.815296,-728819.522758,-728818.602107,-728819.680479,-728817.288392
974,0.0001006416087,0.01077518765,-727743.750397,-727743.790678,0.080563,0,122711,-727743.750397,-727745.012904,-727745.459912,-727744.901174,-727745.561472,-727743.790678
975,0.0001006341023,0.01078365756,-731475.989717,-731476.030010,0.080587,0,123466,-731475.989717,-731477.366126,-731477.855022,-731477.247783,-731477.969309,-731476.030010
976,0.0001000697004,0.01035149062,-726446.925324,-726446.935171,0.019696,0,122470,-726446.925324,-726449.186641,-726449.908976,-726448.953142,-726450.072262,-726446.935171
977,0,0.01,-727106.883405,-727106.883406,0.000000,-1,122588,-727106.918746,-727108.941887,-727109.770060,-727108.693211,-727109.962099,-727106.883405
978,0,0.01,-727981.966500,-727981.966500,0.000000,-1,122759,-727981.971977,-727983.460798,-727984.112750,-727983.262123,-727984.257443,-727981.966500
979,0,0.01,-729738.140812,-729738.140812,0.000000,-1,123104,-729738.188362,-729739.919075,-729740.965758,-729739.444817,-729741.180121,-729738.140812
980,0.003041113761,0.07272570588,-727292.578782,-727293.571647,1.985730,3,122613,-727292.966908,-727292.716841,-727293.206231,-727292.578782,-727293.314116,-727293.571647
981,0,0.01,-724748.650170,-724748.650170,0.000000,-1,122181,-724748.652711,-724750.461752,-724751.012410,-724750.330499,-724751.125272,-724748.650170
982,0,0.01,-727892.069718,-727892.069718,0.000000,-1,122718,-727892.136558,-727894.037375,-727894.817883,-727893.818623,-727894.995132,-727892.069718
983,0.0001005670186,0.01077574005,-727288.046975,-727288.082319,0.070688,0,122605,-727288.046975,-727289.758704,-727290.285251,-727289.631742,-727290.404539,-727288.082319
984,0,0.01,-724938.226818,-724938.226818,-0.000000,-1,122148,-724938.248148,-724940.473555,-724941.355663,-724940.183474,-724941.529056,-724938.226818
985,0.0001002021731,0.01035226989,-727458.535838,-727458.560866,0.050056,0,122597,-727458.535838,-727461.206382,-727461.982228,-727461.017880,-727462.171122,-727458.560866
986,0,0.01,-728156.234508,-728156.234508,-0.000000,-1,122739,-728156.301841,-728157.901706,-728158.587323,-728157.722596,-728158.748315,-728156.234508
987,0.0001011777012,0.01323450034,-729818.650184,-729818.673592,0.046817,0,123197,-729818.650184,-729819.019163,-729819.545072,-729818.850447,-729819.662666,-729818.673592
988,0,0.01,-726916.280245,-726916.280245,0.000000,-1,122513,-726916.304115,-726918.571169,-726919.467848,-726918.272047,-726919.658326,-726916.280245
989,0.003651841878,0.05877510846,-729107.231410,-729108.373626,2.284431,3,122974,-729107.710822,-729107.346452,-729107.769548,-729107.231410,-729107.861774,-729108.373626
990,0,0.01,-729889.807604,-729889.807604,-0.000000,-1,123151,-729889.816973,-729890.589188,-729891.315767,-729890.318808,-729891.466309,-729889.807604
991,0.0003106265802,0.112409219,-725966.561692,-725966.940247,0.757111,0,122351,-725966.561692,-725966.881444,-725967.282357,-725966.777259,-725967.376998,-725966.940247
992,0,0.01,-727708.677256,-727708.677256,-0.000000,-1,122743,-727708.757538,-727710.489879,-727711.182621,-727710.328756,-727711.339150,-727708.677256
993,0.0001002182674,0.01078628528,-725902.869132,-725902.884193,0.030121,0,122314,-725902.869132,-725904.535799,-725905.127886,-725904.362091,-725905.268903,-725902.884193
994,0.0001001561111,0.01036135127,-728192.314898,-728192.334976,0.040156,0,122835,-728192.314898,-728194.366998,-728195.105968,-728194.125350,-728195.270337,-728192.334976
995,0,0.01,-728169.396724,-728169.396724,-0.000000,-1,122783,-728169.432023,-728170.832019,-728171.399402,-728170.679477,-728171.520208,-728169.396724
996,0,0.01,-729108.108907,-729108.108907,0.000000,-1,122915,-729108.164467,-729110.126168,-729110.956430,-729109.893256,-729111.147471,-729108.108907
997,0,0.01,-726031.162885,-726031.162885,-0.000000,-1,122380,-726031.186892,-726031.873728,-726032.380899,-726031.748666,-726032.489559,-726031.162885
998,0,0.01,-726386.114811,-726386.114811,0.000000,-1,122437,-726386.127447,-726388.410608,-726389.207198,-726388.179497,-726389.373478,-726386.114811
999,0.0001011722323,0.01076827358,-730315.661981,-730315.734188,0.144414,0,123264,-730315.661981,-730316.806683,-730317.191048,-730316.712557,-730317.287462,-730315.734188
